Step Name,Job ID,Workspace,State,Run Time,Elapsed Time,Start Time,Submit Time,End Time,Number Restarts,Params
mag-sweep,--,mag-sweep,FAILED,0d:00h:00m:02s,0d:00h:00m:02s,2026-02-04 18:39:21,2026-02-04 18:39:21,2026-02-04 18:39:23,0,
