Step Name,Job ID,Workspace,State,Run Time,Elapsed Time,Start Time,Submit Time,End Time,Number Restarts,Params
mag-sweep,--,mag-sweep,DRYRUN,--:--:--,--:--:--,--,--,2026-02-04 18:38:59,0,
